open_time,Open,High,Low,Close,Volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1609459200000,0.18160000,0.18510000,0.17015000,0.17555000,26863103.00000000,1609545599999,4823852.55289000,23270,11392560.20000000,2046740.78168500,0
1609545600000,0.17553000,0.18497000,0.16866000,0.17764000,43892305.50000000,1609631999999,7814961.56196100,35874,19244191.30000000,3417170.49348400,0
1609632000000,0.17756000,0.21013000,0.17250000,0.20663000,77979240.90000000,1609718399999,14973617.22690100,58303,42240907.80000000,8162576.34802400,0
1609718400000,0.20673000,0.24189000,0.19200000,0.22535000,80928736.80000000,1609804799999,17506162.84669000,67332,42095274.30000000,9129962.14399800,0
1609804800000,0.22515000,0.26571000,0.20669000,0.25917000,77527629.90000000,1609891199999,18389119.34143900,69059,40799289.20000000,9718896.13541000,0
1609891200000,0.25932000,0.34855000,0.25365000,0.33336000,115247737.10000000,1609977599999,34200514.74289100,129585,59686427.70000000,17725427.33611500,0
1609977600000,0.33395000,0.35700000,0.27000000,0.29966000,83862730.40000000,1610063999999,27151812.61956400,108246,41617152.80000000,13512045.66627300,0
1610064000000,0.29972000,0.32199000,0.26301000,0.30427000,74151970.30000000,1610150399999,21918037.54936900,86760,37404952.20000000,11075592.70097000,0
1610150400000,0.30394000,0.34161000,0.29620000,0.33186000,45600262.10000000,1610236799999,14549836.09918800,53438,25245755.10000000,8062941.26451700,0
1610236800000,0.33193000,0.34213000,0.27908000,0.30179000,53457427.30000000,1610323199999,16796968.05223700,66921,25219582.90000000,7930077.33756500,0
1610323200000,0.30189000,0.30407000,0.22851000,0.27526000,87645384.70000000,1610409599999,23297126.05082900,82966,43964281.70000000,11693407.92120600,0
1610409600000,0.27563000,0.31486000,0.26277000,0.28863000,70276360.60000000,1610495999999,20187412.96977000,82706,35525250.30000000,10203459.68674800,0
1610496000000,0.28863000,0.31564000,0.27000000,0.31254000,47381868.70000000,1610582399999,13821003.89506900,62629,22866313.30000000,6689359.44199900,0
1610582400000,0.31237000,0.32457000,0.29500000,0.31152000,46276308.60000000,1610668799999,14404383.49694700,61691,22950480.10000000,7154233.63330400,0
1610668800000,0.31173000,0.33170000,0.27548000,0.30196000,57587129.30000000,1610755199999,17773807.06339800,76592,28837843.80000000,8918425.97951600,0
1610755200000,0.30211000,0.36700000,0.30190000,0.35085000,83017416.90000000,1610841599999,28423921.40381600,96732,41346042.60000000,14145877.83914100,0
1610841600000,0.35077000,0.39756000,0.34081000,0.38088000,93449669.20000000,1610927999999,34807733.55938900,130326,47100273.00000000,17550973.32118000,0
